,name,cat_in,street,business_city,address_locality,address_region,telephone
530,Kiamie Princess Marion Management Realty Corp,"Offices of Real Estate Agents and Brokers in Chelsea, New York",37 W 26th St,"Chelsea
New York,
            NY",New York,NY,(212) 576-1058
531,Capital Engineering & Technology Group,"Offices of Real Estate Agents and Brokers in Financial District, New York",140 Broadway,"Financial District
New York,
            NY",New York,NY,(212) 858-7758
532,Fatty Crab,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",2170 Broadway,"Upper West Side
New York,
            NY",New York,NY,(212) 496-2722
533,The ACOCELLA GROUP LIMITED,"Offices of Real Estate Agents and Brokers in Chelsea, New York",27 W 24th St,"Chelsea
New York,
            NY",New York,NY,(212) 991-5750
534,J D M WASHINGTON STREET LLC,"Offices of Real Estate Agents and Brokers in New York, NY",90 Washington St Ste CLUBA,"New York,
            NY",New York,NY,(212) 785-7386
535,Rubberband International LLC,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",133 Norfolk St,"Lower East Side
New York,
            NY",New York,NY,(212) 677-8603
536,Nyc 36th LLC,"Offices of Real Estate Agents and Brokers in Garment District, New York",29 W 36Th St,"Garment District
New York,
            NY",New York,NY,(212) 244-3636
537,SINGER & BASSUK ORGANIZATION,"Offices of Real Estate Agents and Brokers in Midtown, New York",767 3rd Ave Rm 2801,"Midtown
New York,
            NY",New York,NY,(212) 371-2277
538,Comfort George & Sons Inc,"Offices of Real Estate Agents and Brokers in New York, NY",303 W 10Th St,"New York,
            NY",New York,NY,(212) 989-8995
539,301 E 66 Street Associates,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",301 E 66th St Apt 10E,"Upper East Side
New York,
            NY",New York,NY,(212) 879-5540
540,PBS Realty Advisors,"Offices of Real Estate Agents and Brokers in New York, NY",230 Park Ave Rm 539,"New York,
            NY",New York,NY,(212) 672-2000
541,Hannan Realty Inc,"Offices of Real Estate Agents and Brokers in Harlem, New York",125 W 123Rd St,"Harlem
New York,
            NY",New York,NY,(212) 222-6040
542,1300 Realty CO,"Offices of Real Estate Agents and Brokers in New York, NY",469 Fashion Ave,"New York,
            NY",New York,NY,(212) 971-0292
543,Glick Miriam,"Offices of Real Estate Agents and Brokers in Chelsea, New York",133 W 25Th St Rm 4E,"Chelsea
New York,
            NY",New York,NY,(212) 352-8678
544,Michel Madie Real Estate,"Real Estate Buyer Brokers in Upper West Side, New York",2109 Broadway,"Upper West Side
New York,
            NY",New York,NY,(212) 501-0656
545,Chakkalo Joseph,"Offices of Real Estate Agents and Brokers in East Harlem, New York",173 E 116th St,"East Harlem
New York,
            NY",New York,NY,(212) 369-1600
546,Brookfield Financial Properties,"Offices of Real Estate Agents and Brokers in Battery Park, New York",4 World Financial Ctr Fl 11,"Battery Park
New York,
            NY",New York,NY,(212) 945-0092
547,Greenfield Albert,"Offices of Real Estate Agents and Brokers in Midtown, New York",850 3rd Ave,"Midtown
New York,
            NY",New York,NY,(212) 822-2203
548,BOYCE PARTNERS INCORPORATED,"Offices of Real Estate Agents and Brokers in Midtown, New York",575 Madison Ave Ste 1006,"Midtown
New York,
            NY",New York,NY,(212) 605-0567
549,ORBIT REAL ESTATE COMPANY,"Offices of Real Estate Agents and Brokers in Gramercy, New York",114 E 32nd St Rm 1403,"Gramercy
New York,
            NY",New York,NY,(212) 683-3434
550,NEW YORK CITY & STATE PC CO.,"Offices of Real Estate Agents and Brokers in Midtown, New York",3 W 51St St,"Midtown
New York,
            NY",New York,NY,(212) 661-1417
551,Raz Realty,"Real Property Lessors, Nec in Upper West Side, New York",,"Upper West Side
New York,
            NY",New York,NY,(212) 865-2367
552,ALF NAMAN REAL ESTATE,"Offices of Real Estate Agents and Brokers in Chelsea, New York",551 W 21St St,"Chelsea
New York,
            NY",New York,NY,(212) 751-5432
553,TRITON REO MANAGEMENT,"Offices of Real Estate Agents and Brokers in Chelsea, NEW YORK",245 9TH AVE,"Chelsea
NEW YORK,
            NY",NEW YORK,NY,(646) 478-7818
554,BUBBA GUMP,"Offices of Real Estate Agents and Brokers in Midtown, NEW YORK",1501 BROADWAY FRNT 4,"Midtown
NEW YORK,
            NY",NEW YORK,NY,(212) 391-7100
555,Yee & Yee Real Estate Llc,"Offices of Real Estate Agents and Brokers in Little Italy, New York",205 Grand St,"Little Italy
New York,
            NY",New York,NY,(212) 219-3486
556,Aj Clark Real Estate Incorporated,"Offices of Real Estate Agents and Brokers in Gramercy, New York",152 E 22Nd St,"Gramercy
New York,
            NY",New York,NY,(212) 228-0647
557,ROER EDWIN M,"Real Estate Management in NEW YORK, NY",580 5th Ave Ste 306,"NEW YORK,
            NY",NEW YORK,NY,(212) 382-0005
558,Crown Acquisitions Llc,"Offices of Real Estate Agents and Brokers in New York, ny",767 5th Ave Ste 2400,"New York,
            NY",New York,NY,(212) 629-9424
559,48-50 West 119 Hdfc,"Offices of Real Estate Agents and Brokers in Harlem, New York",48 W 119Th St,"Harlem
New York,
            NY",New York,NY,(212) 996-6109
560,CHE BENJAMIN,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",217 Park Row,"Lower East Side
New York,
            NY",New York,NY,(212) 374-9170
561,PATRINELY GROUP LLC DDC PC,"Offices of Real Estate Agents and Brokers in Midtown, NEW YORK",52 VANDERBILT AVE RM 1000,"Midtown
NEW YORK,
            NY",NEW YORK,NY,(212) 792-5020
562,C O FISHER BROS MGT CO,"Offices of Real Estate Agents and Brokers in Midtown, New York",299 Park Ave Fl 42,"Midtown
New York,
            NY",New York,NY,(212) 753-1018
563,NEW YORK BRITE,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",509 Grand St,"Lower East Side
New York,
            NY",New York,NY,(212) 473-9838
564,HELIOS ADVISORS LLC,"Offices of Real Estate Agents and Brokers in Midtown, New York",780 3Rd Ave Rm 1002,"Midtown
New York,
            NY",New York,NY,(212) 339-7010
565,GARDNERVILLE REALTY LLC,"Offices of Real Estate Agents and Brokers in Chelsea, New York",160 W 16Th St Apt 2K,"Chelsea
New York,
            NY",New York,NY,(212) 366-4759
566,BERIK MANAGEMENT INCORPORATED,"Real Property Lessors, Nec in Gramercy, NEW YORK",381 PARK AVE S RM 1507,"Gramercy
NEW YORK,
            NY",NEW YORK,NY,(212) 679-8222
567,EQUITY OFFICE MANAGEMENT,"Real Estate Management in NEW YORK, NY",1460 Broadway Lbby 1,"NEW YORK,
            NY",NEW YORK,NY,(212) 764-8626
568,Lonview LLC,"Offices of Real Estate Agents and Brokers in Midtown, New York",126 E 56Th St,"Midtown
New York,
            NY",New York,NY,(212) 308-0414
569,Resnick Water Street Development Corp,"Commercial & Industrial Real Estate Companies in Financial District, New York",199 Water St Rm 401,"Financial District
New York,
            NY",New York,NY,(212) 514-9690
570,Chapin Group East,"Offices of Real Estate Agents and Brokers in New York, NY",163 W 23Rd St Fl 3,"New York,
            NY",New York,NY,(212) 751-1001
571,J E M B Realty,"Real Property Lessors, Nec in Garment District, New York",50 W 34Th St,"Garment District
New York,
            NY",New York,NY,(212) 912-0134
572,Silverstein Properties,"Offices of Real Estate Agents and Brokers in Clinton, New York",620 W 42,"Clinton
New York,
            NY",New York,NY,(646) 398-7190
573,Lauren Berger Collection,"Offices of Real Estate Agents and Brokers in Midtown, New York",1230 Avenue Of The Americas,"Midtown
New York,
            NY",New York,NY,(212) 586-5000
574,Urban Sanctuary Llc,"Real Property Lessors, Nec in Financial District, New York",160 Pearl St,"Financial District
New York,
            NY",New York,NY,(212) 422-1780
575,Southern Land Company,"Offices of Real Estate Agents and Brokers in New York, ny",410 Park Ave,"New York,
            NY",New York,NY,(212) 888-2683
576,ABT HOME INSPECTIONS,"Offices of Real Estate Agents and Brokers in Chelsea, New York",,"Chelsea
New York,
            NY",New York,NY,(212) 365-0795
577,Michael Young,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",865 W End Ave,"Upper West Side
New York,
            NY",New York,NY,(212) 749-5922
578,Prudential,"Offices of Real Estate Agents and Brokers in New York, NY",680 5Th Ave Fl 20,"New York,
            NY",New York,NY,(212) 515-8100
579,Strategy LLC,"Offices of Real Estate Agents and Brokers in Clinton, New York",340 W 35,"Clinton
New York,
            NY",New York,NY,(646) 257-2609
580,Top Estate NY Corp,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",247 Central Park W,"Upper West Side
New York,
            NY",New York,NY,(212) 362-6384
581,Management Related,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",189 W 89Th St,"Upper West Side
New York,
            NY",New York,NY,(212) 706-2461
582,LEMOR REALTY CORPORATION,"Offices of Real Estate Agents and Brokers in Harlem, New York",167 W 145Th St Frnt 2,"Harlem
New York,
            NY",New York,NY,(212) 281-2714
583,Angels New York,"Offices of Real Estate Agents and Brokers in New York, NY",500 8th Ave Rm 807,"New York,
            NY",New York,NY,(212) 868-3661
584,EAST TWENTY NINTH LLC,"Offices of Real Estate Agents and Brokers in Gramercy, New York",33 E 33Rd St,"Gramercy
New York,
            NY",New York,NY,(212) 684-3214
585,WEBER FARHAT,"Offices of Real Estate Agents and Brokers in Chelsea, New York",232 W 24Th St Apt 1E,"Chelsea
New York,
            NY",New York,NY,(212) 727-0022
586,JACK PARKER CORPORATION,"Offices of Real Estate Agents and Brokers in Tribeca, New York",450 Washington St,"Tribeca
New York,
            NY",New York,NY,(212) 842-2784
587,380 Second LLC,"Offices of Real Estate Agents and Brokers in Gramercy, New York",380 2nd Ave Lbby 102,"Gramercy
New York,
            NY",New York,NY,(212) 982-1681
588,FRANC-MEN REALTY CO,"Offices of Real Estate Agents and Brokers in Chelsea, New York",688 Avenue Of The Americas,"Chelsea
New York,
            NY",New York,NY,(212) 929-9807
589,A B H Realty,"Offices of Real Estate Agents and Brokers in Midtown, New York",701 7th Ave Fl 4,"Midtown
New York,
            NY",New York,NY,(212) 840-1308
590,Quality Space Inc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",10 E 39Th St,"Murray Hill
New York,
            NY",New York,NY,(212) 213-2093
591,Prestige Management,"Offices of Real Estate Agents and Brokers in Harlem, New York",237 W 145Th St,"Harlem
New York,
            NY",New York,NY,(212) 531-7926
592,First Call Fourty,"Offices of Real Estate Agents and Brokers in New York, NY",409 W 59Th St,"New York,
            NY",New York,NY,(347) 396-5401
593,Micro Office Solutions,"Real Estate Agents and Managers in Garment District, New York",1375 Broadway Fl 3,"Garment District
New York,
            NY",New York,NY,(212) 366-5040
594,WHITEHALL REALTY,"Offices of Real Estate Agents and Brokers in Midtown, New York",250 W 57Th St,"Midtown
New York,
            NY",New York,NY,(212) 969-8369
595,GAIA PARK VIEW,"Offices of Real Estate Agents and Brokers in Midtown, New York",152 W 57Th St Ste 902,"Midtown
New York,
            NY",New York,NY,(212) 581-5700
596,FASTENBERG & BIRANT,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",60 e 42nd St,"Murray Hill
New York,
            NY",New York,NY,(212) 697-0024
597,Afiaa Us Investment Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",225 W 34Th St Ste 2020,"Garment District
New York,
            NY",New York,NY,(212) 748-7684
598,126 Street Ventures Llc,"Real Property Lessors, Nec in Harlem, New York",132 E 126 St,"Harlem
New York,
            NY",New York,NY,(212) 410-6815
599,LANE LEON,"Offices of Real Estate Agents and Brokers in Chelsea, New York",,"Chelsea
New York,
            NY",New York,NY,(212) 751-5850
